League,Name,DateStart,DateStart__precision
North America League Championship Series,NA LCS 2013 Summer Promotion,10/05/2013,1
North America League Championship Series,NA LCS 2013 Spring Playoffs,26/04/2013,1
North America League Championship Series,NA LCS 2013 Spring,07/02/2013,1
North America League Championship Series,NA LCS 2013 Spring Qualifiers,11/01/2013,1
Oceanic Pro League,OPL 2020 Split 2 Playoffs,14/08/2020,1
Oceanic Pro League,OPL 2020 Split 2,05/06/2020,1
Oceanic Pro League,OPL 2020 Split 1 Playoffs,10/04/2020,1
Oceanic Pro League,OPL 2020 Split 1,31/01/2020,1
Oceanic Pro League,OPL 2019 Split 2 Showmatch,30/08/2019,1
Oceanic Pro League,OPL 2019 Split 2 Playoffs,22/08/2019,1
Oceanic Pro League,OPL 2019 Split 2,07/06/2019,1
Oceanic Pro League,OPL 2019 Split 1 Playoffs,28/03/2019,1
Oceanic Pro League,OPL 2019 Split 1,18/01/2019,1
Oceanic Pro League,OPL 2019 Split 1 Promotion,07/09/2018,1
Oceanic Pro League,OPL 2018 Split 2 Playoffs,24/08/2018,1
Oceanic Pro League,OPL 2018 Split 2,08/06/2018,1
Oceanic Pro League,OPL 2018 Split 1 Playoffs,23/03/2018,1
Oceanic Pro League,OPL 2018 Split 1,20/01/2018,1
Oceanic Pro League,OPL 2017 Split 2 Playoffs,25/08/2017,1
Oceanic Pro League,OPL 2018 Split 1 Promotion,23/08/2017,1
Oceanic Pro League,OPL 2017 Split 2,10/06/2017,1
Oceanic Pro League,OPL 2017 Split 1 Playoffs,07/04/2017,1
Oceanic Pro League,OPL 2017 Split 2 Promotion,07/04/2017,1
Oceanic Pro League,OPL 2017 Split 1,21/01/2017,1
Oceanic Pro League,OPL 2017 Split 1 Promotion,22/08/2016,1
Oceanic Pro League,OPL 2016 Split 2 Playoffs,01/08/2016,1
Oceanic Pro League,OPL 2016 Split 2,23/05/2016,1
Oceanic Pro League,OPL 2016 Split 2 Promotion,26/04/2016,1
Oceanic Pro League,OPL 2016 Split 1 Playoffs,29/03/2016,1
Oceanic Pro League,OPL 2016 Split 1,18/01/2016,1
Oceanic Pro League,OPL 2016 Split 1 Promotion,18/09/2015,1
Oceanic Pro League,OPL 2015 Split 2 Playoffs,20/07/2015,1
Oceanic Pro League,OPL 2015 Split 2,25/05/2015,1
Oceanic Pro League,OPL 2015 Split 2 Promotion,02/05/2015,1
Oceanic Pro League,OPL 2015 Split 1 Playoffs,01/04/2015,1
Oceanic Pro League,OPL 2015 Split 1,05/02/2015,1
Oceanic Pro League,OPL 2015 Split 1 Qualifiers,10/01/2015,1
Pacific Championship Series,PCS 2023 Spring,03/02/2023,1
Pacific Championship Series,PCS 2022 Summer Playoffs,18/08/2022,1
Pacific Championship Series,PCS 2022 Summer,01/07/2022,1
Pacific Championship Series,PCS 2022 Spring Playoffs,31/03/2022,1
Pacific Championship Series,PCS 2022 Spring,11/02/2022,1
Pacific Championship Series,PCS 2021 Summer Playoffs,12/08/2021,1
Pacific Championship Series,PCS 2021 Summer,09/07/2021,1
Pacific Championship Series,PCS 2021 Spring Playoffs,01/04/2021,1
Pacific Championship Series,PCS 2021 Spring,19/02/2021,1
Pacific Championship Series,PCS 2021 Spring Promotion,08/09/2020,1
Pacific Championship Series,PCS 2020 Summer Playoffs,13/08/2020,1
Pacific Championship Series,PCS 2020 Summer,20/06/2020,1
Pacific Championship Series,PCS 2020 Spring Playoffs,10/04/2020,1
Pacific Championship Series,PCS 2020 Spring,29/02/2020,1
Rift Rivals 2017 GPL-LJL-OPL,Rift Rivals 2017 GPL-LJL-OPL,03/07/2017,1
Rift Rivals 2017 LCK-LPL-LMS,Rift Rivals 2019 LCK-LPL-LMS-VCS,04/07/2019,1
Rift Rivals 2017 LCK-LPL-LMS,Rift Rivals 2019,27/06/2019,1
Rift Rivals 2017 LCK-LPL-LMS,Rift Rivals 2018 LCK-LPL-LMS,05/07/2018,1
Rift Rivals 2017 LCK-LPL-LMS,Rift Rivals 2018,02/07/2018,1
Rift Rivals 2017 LCK-LPL-LMS,Rift Rivals 2017 LCK-LPL-LMS,06/07/2017,1
Rift Rivals 2017 LCL-TCL,Rift Rivals 2018 LCL-TCL-VCS,04/07/2018,1
Rift Rivals 2017 LCL-TCL,Rift Rivals 2017 LCL-TCL,06/07/2017,1
Rift Rivals 2017 LLN-CLS-CBLOL,Rift Rivals 2017 LLN-CLS-CBLOL,05/07/2017,1
Rift Rivals 2017 NA-EU,Rift Rivals 2019 NA-EU,27/06/2019,1
Rift Rivals 2017 NA-EU,Rift Rivals 2019 NA-EU - Showmatches,27/06/2019,1
Rift Rivals 2017 NA-EU,Rift Rivals 2018 NA-EU,05/07/2018,1
Rift Rivals 2017 NA-EU,Rift Rivals 2017 NA-EU,05/07/2017,1
Riot Games,NA Pro Exhibition Matches 2020,31/05/2020,1
Riot Games,Best Role in LatAm Tournament 2020,30/05/2020,1
Riot Games,Casters vs Champions,30/05/2020,1
Riot Games,CIS All-Star Variety Show 2020,30/05/2020,1
Riot Games,EU Face-Off 2020,30/05/2020,1
Riot Games,JP Exhibition Tournament 2020,30/05/2020,1
Riot Games,Mastercard Legends Showdown: Team Kami x Team YoDa,30/05/2020,1
Riot Games,Mid-Season Streamathon 2020,29/05/2020,1
Riot Games,Mid-Season Streamathon 2020 Kickoff,29/05/2020,1
Riot Games,Mid-Season Showdown 2020,27/05/2020,1
Riot Games,Legacy Esports vs OPL All-Stars,23/05/2020,1
Riot Games,2016 League of Draven Caster Showdown,01/04/2016,1
Riot Games,Riot Battlegrounds Greece,12/09/2015,1
Riot Games,Riot Russia Candidates Tournament 2014,06/11/2014,1
Riot Games,Riot 2014 Season Turkish Championship,05/07/2014,1
Riot Games,Riot Greek Legends 2014,28/06/2014,1
Riot Games,Riot Season 3 Turkish Championship,20/07/2013,1
Riot Games,Riot Season 3 Turkish Championship: Qualifiers,12/07/2013,1
Riot Games,Riot Turkey Season 3 Summer Tournament,06/07/2013,1
Riot Games,Regional CIS Championship 2013,21/06/2013,1
Riot Games,Regional CIS Championship 2013 Qualifier,06/06/2013,1
Riot Games,Riot Turkey Season 3 Spring Tournament,27/04/2013,1
Riot Games,Riot Turkey Season 3 Winter Tournament,19/01/2013,1
Riot Games,S3 NA Online Qualifier,04/01/2013,1
Riot Games,Season 2 Regional Finals - Seattle,30/08/2012,1
Riot Games,Riot World Invitational,01/06/2012,1
Tencent LoL Pro League,LPL 2023 Spring,14/01/2023,1
Tencent LoL Pro League,LPL 2022 Summer Playoffs,16/08/2022,1
Tencent LoL Pro League,LPL 2022 Summer,10/06/2022,1
Tencent LoL Pro League,LPL 2022 Spring Playoffs,26/03/2022,1
Tencent LoL Pro League,LPL 2022 Spring,10/01/2022,1
Tencent LoL Pro League,LPL 2021 Summer Playoffs,12/08/2021,1
Tencent LoL Pro League,LPL 2021 Summer,07/06/2021,1
Tencent LoL Pro League,LPL 2021 Spring Playoffs,01/04/2021,1
Tencent LoL Pro League,LPL 2021 Spring,09/01/2021,1
Tencent LoL Pro League,LPL 2020 Summer Playoffs,13/08/2020,1
Tencent LoL Pro League,LPL 2020 Summer,05/06/2020,1
Tencent LoL Pro League,LPL 2020 Spring Playoffs,22/04/2020,1
Tencent LoL Pro League,LPL 2020 Spring,13/01/2020,1
Tencent LoL Pro League,LPL 2019 Summer Playoffs,22/08/2019,1
Tencent LoL Pro League,LPL 2019 Summer,01/06/2019,1
Tencent LoL Pro League,LPL 2019 Spring Playoffs,04/04/2019,1
Tencent LoL Pro League,LPL 2019 Spring,14/01/2019,1
Tencent LoL Pro League,LPL 2018 Summer Playoffs,05/09/2018,1
Tencent LoL Pro League,LPL 2018 Summer,11/06/2018,1
Tencent LoL Pro League,LPL 2018 Spring Playoffs,12/04/2018,1
Tencent LoL Pro League,LPL 2018 Spring,15/01/2018,1
Tencent LoL Pro League,LPL 2017 Summer Playoffs,22/08/2017,1
Tencent LoL Pro League,LPL 2017 Summer,08/06/2017,1
Tencent LoL Pro League,LPL 2017 Summer Promotion,19/04/2017,1
Tencent LoL Pro League,LPL 2017 Spring Playoffs,18/04/2017,1
Tencent LoL Pro League,LPL 2017 Spring,19/01/2017,1
Tencent LoL Pro League,LPL 2017 Spring Promotion,11/08/2016,1
Tencent LoL Pro League,LPL 2016 Summer Playoffs,10/08/2016,1
Tencent LoL Pro League,LPRL 2016 Summer,30/05/2016,1
Tencent LoL Pro League,LPL 2016 Summer,26/05/2016,1
Tencent LoL Pro League,LPL 2016 Summer Promotion,14/04/2016,1
Tencent LoL Pro League,LPL 2016 Spring Playoffs,13/04/2016,1
Tencent LoL Pro League,LPPL 2016 Spring,19/01/2016,1
Tencent LoL Pro League,LPL 2016 Spring,14/01/2016,1
Tencent LoL Pro League,LPL 2015 Summer Playoffs,11/08/2015,1
Tencent LoL Pro League,LPL 2016 Spring Promotion,10/08/2015,1
Tencent LoL Pro League,LPL 2015 Summer,22/05/2015,1
Tencent LoL Pro League,LPL 2015 Spring Playoffs,14/04/2015,1
Tencent LoL Pro League,LPL 2015 Summer Promotion,14/04/2015,1
Tencent LoL Pro League,LPL 2015 Spring,16/01/2015,1
Tencent LoL Pro League,LPL 2015 Spring Promotion,21/11/2014,1
Tencent LoL Pro League,LPL 2014 Summer Playoffs,19/08/2014,1
Tencent LoL Pro League,LPL 2014 Summer,14/06/2014,1
Tencent LoL Pro League,LPL 2014 Spring Playoffs,24/05/2014,1
Tencent LoL Pro League,LPL 2014 Spring,22/02/2014,1
Tencent LoL Pro League,LPL 2014 Spring Promotion,31/12/2013,1
Tencent LoL Pro League,LPL 2013 Summer Playoffs,20/11/2013,1
Tencent LoL Pro League,LPL 2013 Summer,12/07/2013,1
Tencent LoL Pro League,LPL 2013 Spring Playoffs,16/06/2013,1
Tencent LoL Pro League,LPL 2013 Spring,16/03/2013,1
Tencent LoL Pro League,Tencent Pro League Qualifier,29/01/2013,1
Turkish Championship League,TCL 2023 Winter,26/01/2023,1
Turkish Championship League,TCL 2022 Summer Playoffs,20/08/2022,1
Turkish Championship League,TCL 2022 Summer,11/06/2022,1
Turkish Championship League,TCL 2022 Winter Playoffs,26/03/2022,1
Turkish Championship League,TCL 2022 Winter,22/01/2022,1
Turkish Championship League,TCL 2021 Summer Playoffs,14/08/2021,1
Turkish Championship League,TCL 2021 Summer,12/06/2021,1
Turkish Championship League,TCL 2021 Winter Playoffs,03/04/2021,1
Turkish Championship League,TCL 2021 Winter,23/01/2021,1
Turkish Championship League,TCL 2020 Summer Playoffs,15/08/2020,1
Turkish Championship League,TCL 2020 Summer,06/06/2020,1
Turkish Championship League,TCL 2020 Winter Playoffs,27/04/2020,1
Turkish Championship League,TCL 2020 Winter,01/02/2020,1
Turkish Championship League,TCL 2019 Summer Playoffs,17/08/2019,1
Turkish Championship League,TCL 2019 Summer,08/06/2019,1
Turkish Championship League,TCL 2019 Winter Playoffs,29/03/2019,1
Turkish Championship League,TCL 2019 Winter,19/01/2019,1
Turkish Championship League,TCL 2019 Winter Qualifiers,03/09/2018,1
Turkish Championship League,TCL 2018 Summer Playoffs,25/08/2018,1
Turkish Championship League,TCL 2018 Summer,16/06/2018,1
Turkish Championship League,TCL 2018 Winter Playoffs,07/04/2018,1
Turkish Championship League,TCL 2018 Summer Qualifiers,30/03/2018,1
Turkish Championship League,TCL 2018 Winter,20/01/2018,1
Turkish Championship League,TCL 2018 Winter Qualifiers,08/08/2017,1
Turkish Championship League,TCL 2017 Summer Playoffs,05/08/2017,1
Turkish Championship League,TCL 2017 Summer,03/06/2017,1
Turkish Championship League,TCL 2017 Summer Qualifiers,13/04/2017,1
Turkish Championship League,TCL 2017 Winter Playoffs,01/04/2017,1
Turkish Championship League,TCL 2017 Winter,21/01/2017,1
Turkish Championship League,TCL 2017 Winter Qualifiers,10/09/2016,1
Turkish Championship League,TCL 2016 Summer Playoffs,04/08/2016,1
Turkish Championship League,TCL 2016 Summer,11/06/2016,1
Turkish Championship League,TCL 2016 Summer Qualifiers,29/04/2016,1
Turkish Championship League,TCL 2016 Winter Playoffs,19/03/2016,1
Turkish Championship League,TCL 2016 Winter,16/01/2016,1
Turkish Championship League,TCL 2016 Winter Qualifiers,20/08/2015,1
Turkish Championship League,TCL 2015 Summer Playoffs,25/07/2015,1
Turkish Championship League,TCL 2015 Summer,16/05/2015,1
Turkish Championship League,TCL 2015 Summer Qualifiers,18/04/2015,1
Turkish Championship League,TCL 2015 Winter Playoffs,21/03/2015,1
Turkish Championship League,TCL 2015 Winter,24/01/2015,1
Turkish Championship League,TCL 2015 Winter Qualifiers,08/11/2014,1
Turkish Championship League,TCL 2014 Summer Playoffs,07/06/2014,1
Turkish Championship League,TCL 2014 Summer,25/04/2014,1
Turkish Championship League,TCL 2014 Spring Playoffs,04/04/2014,1
Turkish Championship League,TCL 2014 Spring,08/02/2014,1
Turkish Championship League,TCL 2014 Winter Playoffs,01/02/2014,1
Turkish Championship League,TCL 2014 Spring Promotion,25/01/2014,1
Turkish Championship League,TCL 2014 Winter,01/12/2013,1
Vietnam Championship Series,VCS 2023 Spring,14/02/2023,1
Vietnam Championship Series,VCS 2022 Summer Playoffs,24/08/2022,1
Vietnam Championship Series,VCS 2022 Summer,07/07/2022,1
Vietnam Championship Series,VCS 2022 Summer Promotion,06/05/2022,1
Vietnam Championship Series,VCS 2022 Spring Playoffs,16/04/2022,1
Vietnam Championship Series,VCS 2022 Spring,11/02/2022,1
Vietnam Championship Series,VCS 2021 Winter Playoffs,22/12/2021,1
Vietnam Championship Series,VCS 2021 Winter,16/11/2021,1
Vietnam Championship Series,VCS 2021 Summer Promotion,18/05/2021,1
Vietnam Championship Series,VCS 2021 Spring Playoffs,10/04/2021,1
Vietnam Championship Series,VCS 2021 Spring,22/01/2021,1
Vietnam Championship Series,VCS 2021 Spring Promotion,27/11/2020,1
Vietnam Championship Series,VCS 2020 Summer Playoffs,19/08/2020,1
Vietnam Championship Series,VCS 2020 Summer,19/06/2020,1
Vietnam Championship Series,VCS 2020 Summer Promotion,01/05/2020,1
Vietnam Championship Series,VCS 2020 Spring Playoffs,10/04/2020,1
Vietnam Championship Series,VCS 2020 Spring,31/01/2020,1
Vietnam Championship Series,VCS 2020 Spring Promotion,11/12/2019,1
Vietnam Championship Series,VCS 2019 Summer Playoffs - Showmatch,15/09/2019,1
Vietnam Championship Series,VCS 2019 Summer Playoffs,24/08/2019,1
Vietnam Championship Series,VCS 2019 Summer,20/06/2019,1
Vietnam Championship Series,VCS 2019 Summer Promotion,26/04/2019,1
Vietnam Championship Series,VCS 2019 Spring Playoffs,30/03/2019,1
Vietnam Championship Series,VCS 2019 Spring,17/01/2019,1
Vietnam Championship Series,VCS 2019 Spring Promotion,28/11/2018,1
Vietnam Championship Series,VCS 2018 Summer Playoffs,07/09/2018,1
Vietnam Championship Series,VCS 2018 Summer,21/06/2018,1
Vietnam Championship Series,VCS 2018 Summer Promotion,04/05/2018,1
Vietnam Championship Series,VCS 2018 Spring Playoffs,30/03/2018,1
Vietnam Championship Series,VCS 2018 Spring,18/01/2018,1
Vietnam Championship Series,VCS 2018 Spring Promotion,15/12/2017,1
World Championship,Worlds 2022 Main Event,07/10/2022,1
World Championship,Worlds 2022,29/09/2022,1
World Championship,Worlds 2022 Play-In,29/09/2022,1
World Championship,LPL 2022 Regional Finals,02/09/2022,1
World Championship,LCK 2022 Regional Finals,01/09/2022,1
World Championship,LPL 2022 Regional Finals Showmatch,01/09/2022,1
World Championship,Worlds 2021 Main Event,11/10/2021,1
World Championship,Worlds 2021,05/10/2021,1
World Championship,Worlds 2021 Play-In,05/10/2021,1
World Championship,LPL 2021 Regional Finals,03/09/2021,1
World Championship,LCK 2021 Regional Finals,31/08/2021,1
World Championship,Worlds 2020 Main Event,03/10/2020,1
World Championship,Worlds 2020,25/09/2020,1
World Championship,Worlds 2020 Play-In,25/09/2020,1
World Championship,LCK 2020 Regional Finals,07/09/2020,1
World Championship,LPL 2020 Regional Finals,28/08/2020,1
World Championship,Worlds 2019 Main Event,12/10/2019,1
World Championship,Worlds 2019,02/10/2019,1
World Championship,Worlds 2019 Play-In,02/10/2019,1
World Championship,LEC 2019 Regional Finals,13/09/2019,1
World Championship,LPL 2019 Regional Finals,07/09/2019,1
World Championship,LCS 2019 Regional Finals,06/09/2019,1
World Championship,LMS 2019 Regional Finals,06/09/2019,1
World Championship,LCK 2019 Regional Finals,03/09/2019,1
World Championship,Worlds 2018 Main Event,10/10/2018,1
World Championship,Worlds 2018,01/10/2018,1
World Championship,Worlds 2018 Play-In,01/10/2018,1
World Championship,Taiwan Regional Finals 2018,20/09/2018,1
World Championship,China Regional Finals 2018,15/09/2018,1
World Championship,EU Regional Finals 2018,14/09/2018,1
World Championship,NA Regional Finals 2018,14/09/2018,1
World Championship,Korea Regional Finals 2018,12/09/2018,1
World Championship,Worlds 2017 Main Event,05/10/2017,1
World Championship,Worlds 2017,23/09/2017,1
World Championship,Worlds 2017 Play-In,23/09/2017,1
World Championship,EU Regional Finals 2017,08/09/2017,1
World Championship,NA Regional Finals 2017,08/09/2017,1
World Championship,China Regional Finals 2017,02/09/2017,1
World Championship,Korea Regional Finals 2017,28/08/2017,1
World Championship,Taiwan Regional Finals 2017,26/08/2017,1
World Championship,Worlds 2016,29/09/2016,1
World Championship,EU Regional Finals 2016,03/09/2016,1
World Championship,NA Regional Finals 2016,03/09/2016,1
World Championship,Taiwan Regional Finals 2016,02/09/2016,1
World Championship,Korea Regional Finals 2016,29/08/2016,1
World Championship,China Regional Finals 2016,27/08/2016,1
World Championship,Worlds 2015,01/10/2015,1
World Championship,China Regional Finals 2015,04/09/2015,1
World Championship,Korea Regional Finals 2015,02/09/2015,1
World Championship,EU Regional Finals 2015,29/08/2015,1
World Championship,NA Regional Finals 2015,29/08/2015,1
World Championship,SEA Regional Finals 2015,15/08/2015,1
World Championship,Worlds 2014,18/09/2014,1
World Championship,China Regional Finals 2014,06/09/2014,1
World Championship,Korea Regional Finals 2014,27/08/2014,1
World Championship,Garena Regional Finals 2014,19/08/2014,1
World Championship,Turkey Regional Finals 2014,28/06/2014,1
World Championship,Worlds Season 3,15/09/2013,1
World Championship,China Regional Finals Season 3,07/09/2013,1
World Championship,Korea Regional Finals Season 3,04/09/2013,1
World Championship,Season 3 Taiwan Regional Finals,03/07/2013,1
World Championship,Season 3 Taiwan Regional Finals Hong Kong,30/05/2013,1
World Championship,Worlds Season 2,04/10/2012,1
World Championship,Korea Regional Finals Season 2,12/09/2012,1
World Championship,EU Regional Finals Season 2,16/08/2012,1
World Championship,China Regional Finals Season 2,26/07/2012,1
World Championship,Worlds Season 1,18/06/2011,1
World Championship,Worlds Season 1 Qualifier - Europe,28/05/2011,1
World Championship,Worlds Season 1 Qualifier - NA,28/05/2011,1
